companyName,company_starRating,company_offeredRole,company_roleLocation,headquarters,size,type,revenue,listing_jobDesc,requested_url
Natixis,4.1,"Business Analyst, IT Gestion (H/F) - Ostrum",Paris,"Paris, France",10000+ Employees,Company - Private,$5 to $10 billion (USD),"Accompagner le COO Gestion et le domaine IT Gestion dans la conduite des projets, le pilotage des évolutions organisationnelles et l'identification des ressources Suivre les dispositifs de contrôle et de pilotage des activités de la gestion en veillant à la qualité de service, au respect des délais, à la maîtrise des risques et des procédures
 Contribuer à la définition de processus adaptés, au suivi de la conception et au développement de solutions dédiées Participer à la définition et contribuer aux reportings adaptés de la gestion, incluant des notes pour les membres du Comité Exécutif d'Ostrum Vous contribuez également au pilotage des sujets prioritaires et à la supervision des projets complexes en interaction proche avec les responsables métiers : 
Programme d'industrialisation des gestions,
 Gestion centralisée du change et de la trésorerie,
 Organisation des activités support (analyses de performances, OST, reporting, validations) 
Suivi des délais, des coûts, des risques, de la qualité du planning, consolidation et contrôle de budget 
Définition des livrables, suivi des recettes, accompagnement au changement, formation des équipes, support post MEP
 les principes de la gestion de projets l'analyse et paramétrage des systèmes de gestion ou de recherche financière. les bases de données SQL Idéalement les processus de recherche et d'investissement. Impliqué, avec le sens du service et une forte motivation pour les sujets fonctionnels ainsi que techniques du Front Office Autonome, proactive et vous aimez travailler en équipe
 Doté d'un excellent sens de l'organisation, de la rigueur et réactivité",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_b52914f3&cb=1686308414272&jobListingId=1008642344858&cpc=217C45A42544DB93&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-06083e06c70613ee--6NYlbfkN0CVny3EPYrW6edMnS9sSDpe6O9yxU5bnoCkyXOgZyNLCvOyPtgYVRyW8DFIJ2T6lSDa8wOh0GFx6fgrV6pUdIxEUvPcMgzKe5t4u9SWBXUtNKuO4l_sE6BG42Yk1isrQ9jCDI6vIZODGhWGLORaw11_VwYttQAbxAKXChbGcWOyufbvNxx6YrG7Bsr9G4LTskjDKTpss1ucFP_x1oHVsHwHyhpz5QxbP02fEjucwW7hSjWlgoSLr2VoJPTfhLrGqBWY015FEDvqJaVARM6yz8amRLvLJFhRCXwDn8Omwe_S0ClUfvSzJy74RsNbJvCEO_ptW5aCr4RE8oVe_nWRa5J831FFGsrRYeYusW8CEal0eR5LWNR5eVQr5XV0eVvK4VdUN8gCRWBkA8Ev02c1p-hnGDVsoYiTQIq8wCztf7HjwTdnyk-R3r83GJBExSALtv8y7b0e5NiBbNIVfm7vfpJXnh3RxlgrVXSpdz4pBbzom_PWX_odySWGjvQIYa-ucv_MPYhrvwkvOR6b16ZXS70rjdIQF_PQE06cYXMGWtXHZyTnKm057pPiv2GO6TUrdhT6K2KPzcg2jdTi_oIgri7vm4JUO8QUnNcjx7XW4lwbvJnCtxXy8oCwT5u3gxExfaNZAde8HMQyVSmXBeJJM0n-9MdbgSLuDeCxq3Sgp38HHJ8knNob7h5D
Sopra Steria,3.8,Business Analyst - NORMANDIE NORD EST - Rouen - F/H,Rouen,"Annecy, France",10000+ Employees,Company - Public,$1 to $5 billion (USD),"Vous organisez et animez des ateliers métiers (recueil de besoins fonctionnels et aide à la décision) Vous analysez et comprenez les besoins exprimés par les utilisateurs et les équipes métiers Vous rédigez la documentation fonctionnelle : user stories, spécifications fonctionnelles, cahier des charges Vous organisez la stratégie de tests Vous proposez des plans d'amélioration continue basés sur la compréhension des besoins métiers du client : cartographie des flux métiers, études comparatives de solution Vous travaillez en étroite collaboration avec les développeurs, tout en challengeant les solutions proposées pour créer le maximum de valeur Vous gérez un back log projet Vous participez et animez les instances de suivi de projet (Daily meeting, comité de suivi...) ainsi que des sessions de Co-design. Progresser et développer vos compétences Construire un avenir positif en mettant le digital au service de l'humain Évoluer dans une entreprise qui encourage l'audace, la curiosité et l'envie d'entreprendre",https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6206193a&cb=1686308414270&jobListingId=1008689709345&cpc=1D891ED3EFC3904E&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-9f2a44ef2cd2da06--6NYlbfkN0D9xrLoAM8osgDm547torDhdSLyyZjm4c4M1v28Gizw8lHB6aJr6viSrJBoMrHGs2Bx-D9doEUB755WYJlmB8GyBCGp1BLD4wm0rGS1Cr9UdFRtkB9D2R8em6yLLJfWicrmJttFtaFFpOuToq8HV3D23-1FlJHLVfpG7AWDGawwF1Lmhj_PH-2rIj7AnPKAgc8dLECKoomAhTWakJdgdsFGDzaq8sCEbnonIlrWq9khPnIlm-tVCez8jA3PB_1PXkUjc5J6hLFyv7wChwWDyIcIo65QvNMHoZbxH-T2V_7ey8Obr3SCCGcd1gF1u34up-Ki5TeT3r8JCpVTFqIzstR8xbNR3SO4Tz8wNsnvngRiuc4BRBeDF7WsFz71NcvC9KNDs13PI8v1S6-iLriLLsXbGDV8Ayo65IGnAGHywGXuFMS_lvQyYdYln1AcdEjhvAtUWk0A5okfEj02DYO9IsBBFu8WCNN1f3N1JPTIKKCkQBpEfskhUJ3mDq7C8hppYpTcbiboJ0BGL8H9nilh-fD9fb0J6qsywiBzyf54IRjYstVk0zQj9XZvZVBMPGrScje5u4_GIk0HT-kPIH5Hrwa8XaTZLrq42Xb83vRZewolJHAirlxj465LCPDem35ArGsoBPoOXb1LoeVjjl40S3LoMRMOhiNU08TcQsrqOqm3CPJRYoj1mn4lzdxDH7jndgk861yoLtSAdG-oiYUeWzaJ
TotalEnergies,3.9,ALTERNANCE - Business Analyst F/H,Courbevoie,"Paris, France",10000+ Employees,Company - Public,$25 to $100 million (USD),"
Collecter et consolider des données pour mettre en perspective les performances de filiales (Volumes, marges, ventes pour certains produits, certains canaux, budgets marketing, notoriété de la marque); 
Effectuer du data management sur des sujets variés : Positionnement Pricing, investissements marketing, spécificités des marchés et mise en perspective des performances pour identifier des opportunités; 
Participer à des projets de diversification de nos offres (Total Quartz Auto Centers, fournitures de services d'analyses d'huiles,
 Gérer le suivi du développement de services digitaux pour associer la ventes de services à celle de produits) qui ciblent le segment automotive. 
Excellente maîtrise du Pack Office (Excel, Word, Outlook, PowerPoint) 
Maîtrise de Power BI 
Connaissance du domaine commercial apprécié 
Appétence pour les chiffres 
Maîtrise de l'anglais indispensable (écrit et oral) 
Sens du relationnel 
Compréhension rapide 
Esprit de synthèse et d'analyse",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_d9f2a023&cb=1686308414271&jobListingId=1008640377995&cpc=65CC663E25211861&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-a4128b74b96e510e--6NYlbfkN0BYf14EJxPuJtVJffztcJdOxSBUM1rlhwaBfCjmyTThADJRdfI8TiQ6EQw5OnAFieCj2ao3HW3-z3cSS4XdNK1vvnPykaz3mTgL2nfYdDyVMfXxVa0Tg-di-azlUS6Wtcd3nnTDcdGfu5RO8Po23Cu4sCKFHdbw0dfpOtlZL-jqcze3-kOh7Dp4GACkvGqf_T5SGYKEH2cnT6VxyFRbV3ZDVQudwhmkjDVNVu0RawHqQZ_PCSGONHuntLTuCQM1GGNquhb7pU4YRzVeXRbMgQr7E90PaLx2d4Us_uopLl596n78GltmdTlrQSlOJBrXa7iHMSGGRS__3cQPS1tkqI8PlHrAbW0GWBIekXWNQnfsUxpjy0xoJTuBvP8KBky9siY4s2eA3pors-qALRVoG3U4sfHnlDjqi38wsqTSJCki7NhMi-nxJfplyrqaeyu0M6tUx3bpkjVgV4nYaT38A3iMXVYobxT5Lj_Jc5MtfigG74pPlbMM38coDnjD4V2aozVqqsw64wi4vjzq2C-pxX0iEcZCCGkM7LOXibAdEPwWk6SoZDTOBA2q1sb_uDqfKmZSVZ8LZaMd1XnPFPA_GrWkZd8GQjwXBuYbKVRAMyJ5I7cM1rMXn1YvCo4tC5XhbrO11HL9DvznLUzQg3UBvR40yDpxqPIkFdSFIUXFr3B4xayGY2m-MD03RXeff3KlOMUQ52pEf1vt-ksqbr4yr4fzhuyeIKOZaMSR5HyR8atjNHgOroFmGQGS27bJjI7UMpM0oiV9ph0EpDusmjIMdcg1
GROUPE IPPOLITO,1.0,Data Analyst H/F,Villeneuve-Loubet,"Villeneuve-Loubet, France",Unknown,Company - Public,Unknown / Non-Applicable,"Découvrir les synergies entre les bases de données et être force de proposition pour améliorer l’utilisation de la data dans le groupe, Analyser les clés d’unicités entre les bases de données pour en découler de la consolidation, En sortir des états financiers ou opérationnels. Effectuer du mapping par l’intermédiaire de scripts ou encore d’autres outils comme Talend, Avoir la capacité de travailler sur des données structurées et non structurées, Possibilité à l’avenir de travailler sur un DataWarehouse ou DataLake, Connaitre la réplication de données serait un plus, Connaitre l’enrichissement de données par sources externes serait un plus, Comprendre et exploiter les API afin de l’utiliser pour la transversalité de données entre applicatif. Analyse de modèles de données, Rédaction de spécifications, de structure et de table de correspondance, Ecriture de script de transformation, Réalisation de tests automatisés, Analyse des tests et corriger les défauts constatés. Maitrise en base de données et gestion de base de données (SQL/NoSQL) Maitrise de l’environnement SQL Server Maîtrise d’un outil de data visualisation (Tableau ou Power BI) Maîtrise des systèmes d’exploitation (Unix, Windows) Maîtrise d’un langage de programmation (Python, Java ou autres) Connaissance sur l’environnement Informix serait un plus. Participation au transport Titre-restaurant Du lundi au vendredi Périodes de travail de 8 heures Travail en journée",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4f4301be&cb=1686308414270&jobListingId=1008648119065&cpc=F583A5AE0DDDFE3A&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-0f78a3e38a0ae747--6NYlbfkN0A20SV6P1EG6d6Gb_ASPSRiTDQGp7ZM0AhnEq9lNpioWWyX-W-O7rwjak_ZtjjvQJ70opBnMMjLPCq2OUvb1P5xeVtGe_1Y9g04k89xXPMAHZMjnCAqaEuoLWxEOVQFrx0ePJ-3MFDUWc6tcDwnLklbhC_TJNpHIpdQ6zfKIdKBmJJXmgiAtg_Dh-tdH7K9ljDJRDNO2ZcBrLyI0U_u1Xw6aizR0tBxzYUciioNfJkRYb_9ydb7TowDfTXtsytHnwKl5tZlFzmX6ExsOiy4R4kQWrFQ18aSOkUR6NpR2xwSRFkSO82_0maBXQpRgDBhAqNVHGXy_EOUCMH2WACyBCOBNu9m1CE4A7oZqZlBJld_u8k3Ar2X1Dh-naqIgMQtRC2EBh6av67Uu_aVJkRpWoGsgzek9eMWmfJF_SKXtf7xxz4KgFlH8nVdevqLqkg8hAWReiaTb_byN2FMKAtepBgj7R02CVPzXKCJZNPf9yHqeadriMHeE8ePX0jETnuypc41XB5MZEG6lA3Ns6KSWZQHtG8RQlra0cdp-kmw0yDg4yWcgJtdkRCxL3Dj2THXTTjlfk54MYJQX5v79Yn0F_I4
FIDUCIAL,3.7,Data Analyst - Le Bouscat H/F,Le Bouscat,"New York, NY",501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,Contribuer au développement de notre outil de Datavisualisation et être garant des données manipulées dans cet environnement ; Mettre en forme les demandes exprimées et assurer le suivi de leur production ; Accompagner les équipes opérationnelles sur les questions de préconisation de ciblage et d'analyses d'opérations ; Établir des bilans statistiques et des états de reporting dont vous participerez à l'automatisation ; Réaliser des études et des analyses permettant une meilleure connaissance du profil des clients des enseignes dont nous gérons les programmes de fidélisation afin d'optimiser ces derniers.,https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e92c83d&cb=1686308414271&jobListingId=1008679421658&cpc=1160948BCBA38B5B&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-9e16668c2710eaf7--6NYlbfkN0C-xpOdDi_skeE64F18GU3ubPb5wUpJcs-tGjXf4i7uuwjYxJOR3bE1Lkv84sE09xE0t4ZmOKEv2ZvTb78AlCG1HW14S8cfnu3xkCXt5NvwCZtiIiDAZWEuSpWrf2M7E185d12VY_OXKbLt8dLbDWpNLYKivdYYfoTpo1GVl7Cqjviau2zZSyP0Yhb3WbQ08EnVXsa7rvWd_yBCgNVad378vO-wZ2dr41hQ2HmwP08TZFlt-HfK8t2RP-0i2PREVx91MQHBVk7tG9cLMGpATuM8P1jpxo7qOhJ39GZOmgIalgf297tLTqZLEwmvnzp3NO8SKed4T5ZaIv5NnCIH40murDO2M96ZQ0ybaPrFu7Lvjb-OxyGavyRO_548kCjHl08WCpFfDUHQivqLbJ1NEKz0j4rDm9vvc0Vxh4-EnsuO9_0OJ5ou6X9kuruo2Zuu-3KK6hgbJwljdtHTxN-ohulmVV8c7nDqg7Otp7t3KUikUVheB3Vefz-ICNZXsceLoyUkZ0uKT481RsYMhL430f_oCOD4_64PdMu7n4l1udDS9m1wR14CVLEdA8hJMRyC4hTI6wSTm5_NHvVrer9dXDe6
NA,NA,Junior Data Analyst (Remote Internship – Data Analysis),Marseille,NA,NA,NA,NA,"
Collect, clean, and analyze data from various sources to support consulting projects 
Assist in the development of data models and statistical analysis to identify trends and insights 
Collaborate with cross-functional teams to gather and analyze data 
Create data visualizations and dashboards using tools such as Tableau or Power BI 
Present findings and insights to the consulting team and contribute to project reports 
Participate in brainstorming sessions and contribute ideas for data-driven solutions 
Support the team with general administrative tasks as needed 
Strong analytical and problem-solving skills 
Proficient in Microsoft Excel or other data analysis tools 
Excellent written and verbal communication skills in English 
Familiarity with data analysis principles and practices 
Ability to work independently and as part of a team 
Strong organizational skills and the ability to manage multiple projects simultaneously 
Knowledge of statistical analysis tools and techniques is a plus 
Experience with data visualization tools such as Tableau or Power BI is a plus",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1136043&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d86f7fb3&cb=1686308414272&jobListingId=1008684874751&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-b725d8519df9e855-
Caisse d'Epargne Hauts de France,3.9,DATA ANALYST (H/F),Lille,"Paris, France",10000+ Employees,Company - Public,Unknown / Non-Applicable,"Une rémunération compétitive et équitable, assortie de primes et de bonus en fonction de vos performances individuelles et collectives. Des opportunités de formation et de développement professionnel pour faire évoluer votre carrière dans l'entreprise. Un socle social complet : 13ième mois, mutuelle, tickets restaurants, prime de transport, 35 jours de congés payés et des jours de RTT. Un environnement de travail agréable et collaboratif, où les idées et les contributions de chacun sont valorisées et respectées. Vous disposerez au minimum d’une journée de télétravail par semaine.",https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e45ee51&cb=1686308414272&jobListingId=1008666514384&cpc=47CFDC01B3F81FAC&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-e327f445badf479d--6NYlbfkN0ChHmdAlyKiUiKV5XlkhHIVgyStuKeKs3wohdK2yav_cnie5dp9iYbfrJAO-eQo_9fGcVR7q2Tgc859c4BF_-7SwrneY0Dc5BI10MltUoYwDIzIMjcXPNshhJvr5Bg-jygXIviWb3wLTqAU83lPTe2DEGhvLQjD-QgvBH1OS_wO0NPL3i4b8A0p3RJ-jdb5CssqrJA3Epife72kRpTByKRVdippMm7bh8FFHXhmvENlg5-MSqevbVq0rze7CHvrk_xnj1NBj1mNxKHb2F6YnRzFUnKYd1OeJ7E51x8ayh95xvVNa-NQ1lH0-NhH6CFJGKUnTWRGPzZr5sQSnRYJOh-CYuRmge7LoW-09YY2foeezQhvLPhoNqsQW4I4CuaUJ6SLvtt51-iYZWxevn2ZJIKto73ci2VLQUX_8KrWDyt6Es_iHoSbxuG8Px4ihQB_RmU5dWxnvi9-D5GqBKG9LB2VYbZupnK2qCNvNq6ElpAAascKwkqiWcvc2bViOPtxtASCQBAerebZ53mjmnoYuDCkWS2jJt0NpzVDouSKRcuWNqhWys185lRproXVGMwmYG5orh-ZtIqkaIj8PLvAXWRu2IJFotJvhT4%3D
Sanofi,4.0,Alternant 12 mois – Data Analyst H/F,Chilly-Mazarin,NA,NA,NA,NA,NA,https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_583af350&cb=1686308414270&jobListingId=1008673890380&cpc=39A4E8CE329AB187&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-e45bab53eeeeb4f3--6NYlbfkN0CPdUMKp96VmrGLxNmVDKkYvXhuGDLuF4TP95VllYqZNTvtDk6nNlUhHyrJjfFmx_M9_WatC_WrWT82TwyblWnPrlMKmyzYDZTEfBz_GligFY9HWGTu1qlWvH9NBI6stkHI3bOGl7cGUJPDFidzrM8YBfpUBJqQ0kSFCcVGZ3mxX3OZyrtEpe7tnyoGXmKUBXbjLA_eAS8WYqvY10RrVLcK0z-AM5ThLZtLet_AJkieOALh4QDTaYioO-IVhR7WuXG6RVPzaKmQco0W-taSDne2hEev5HpWKBaMJAXzcRIgLVOs7oPOiEL5Jxxt-u-ob6G0LNf4c_5rqGD0kivWHGJHUKbPD1SMitSL70-v7_Gyud0ERJOT_avtbuXyB-3Xp1bT8zJybuWryEnbt8AtNN7OtDj67qjRidDcwy3rvFeIS-cbwXyFZGJTmbCrSwcAhWnAy5eCkObNBFXvfLlRRm9Qvs_jofegY7LoLa4a0-9nbHUaFUyurpVMewkvUFxFxHQjdptBhTfiIGbmauhgBCUcpHX0bFM_O24vV6iHvgl_K6RWFcYww6-lfAZCCXlIWZCPQbzhIn9LCcf-FGqFBUdqoyCmYqRywaQrvSOVqORXE0DxnRYJvcly0e7Kd2OblWkXklX9Hv1lLKonT-12vgOZ4W_2-j_W0KqXrnCgmPgwCg%3D%3D
DOUGS,3.8,Product Manager Operation H/F,Bron,"Edmonds, WA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Recueillir, trier et analyser les besoins de nos utilisateurs finaux, comptables, juristes, etc (et oui se sont aussi des clients) et des utilisateurs techniques (développeurs, lead, data analyst) Construire la vision du produit dont tu as la responsabilité avec architecte, Product designer et lead développeur du domaine et la porter auprès de la direction Prioriser les développements à effectuer sur les applications et produits, en accord avec la stratégie de l’entreprise, des besoins des clients et des diverses dates butoirs et en adéquation avec les roadmaps produits des domaines métier Orchestrer le développement. Lancement du cycle de développement, la coordination avec les différentes équipes, rédaction de documentation et de test, suivi des phases de recette et mise en production auprès des utilisateurs. Identifier les bugs, programmer les résolutions. Avoir à cœur de délivrer un outil performant pour nos utilisateurs, et leur offrir une expérience fantastique, tous les jours ;-) Diplômé d’une école d’ingénieur ou équivalent, tu es Product Manager depuis déjà 5 ans Tu as une ou plusieurs expériences sur la construction de produit complexe avec une forte composante algorithmique et technique Tu as une forte sensibilité data, UX et focus utilisateur Tu penses que le relationnel, le travail d’équipe et le management positif sont les clés de la réussite ? Prise en charge du transport quotidien Travail à domicile Du lundi au vendredi Période de travail de 8 Heures 69500 Bron: Faire le trajet sans problème ou prévoir un déménagement avant de prendre son poste (Optionnel)",https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b6750e10&cb=1686308414269&jobListingId=1008681683859&cpc=C49818E30565E1C5&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-d9ae69ea7cfe55ca--6NYlbfkN0ADlskXFgmsLn3i-o0ZrlAjyatSzxpbo18xVYYiGaYFVsdKD83h6JWH8RyDLWHdkNMXx1hCkk0GibqrkVax5DQJtmR_secTYXy5jp57OaHQE9XT4E4APGKJgnylEDSahxwMB5XBTT4MUMXjKJ7fKTzcS-SOROVbAC-uFOHdQcZRoaXZbCh_EA2EvwXBPjnJSyg9lryrRvSqULe36HceV7vzzEonyuzOwEwFz8KZeE-YGQi-LmBlzgwV2pzqsTDEqcG4JGukXPGtM6KDR3WjSe8x4MCRkROv7GMvG2uwthBNHOXnu7BGl0eysKM-hHuZNCqw4WLaj2DIWMrPt7e5AKaGHkmycGa-b_9foBmL4c13oLMCeqofxEyetgPosYDgnSMEhTBiAVSwHbOOw8Er02JH3JO44V-MSOpwpvC1JjRpEBpvBNLG56yj0XerUpBk-U-Y1cBs8qCXYORrSlRBZ7HaBfw9Uu6ErOmYXeUIm4ex_s2Ses_fL5hERu6S3Q2r8eZy-no3A988pcfoJK1VB1CKvFhUc6H2N49ecHxRvF6oSVxUVF6ine6lLJRaaAwo1aYnLVWyUSQ5L6FOocTLzimrdhNUMP-k71I%3D
DOUGS,3.8,Product Manager Revenu H/F,Bron,"Edmonds, WA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Analyser et implémenter les mécanismes de gestion du cycle de vie des utilisateurs. Assurer la génération et la cohérence des éléments nécessaires à la facturation, le paiement et les remises des clients. Optimiser les critères d’éligibilité et d’automatisation des contrats (CGV/CGU, Lettre de mission) selon le parcours utilisateur. Améliorer la Customer / User Expérience pour assurer une meilleure satisfaction Clients et leur rétention. Recueillir, trier et analyser les besoins de nos utilisateurs finaux, comptables, juristes, etc (et oui se sont aussi des clients) et des utilisateurs techniques (développeurs, lead, data analyst). Construire la vision du produit dont tu as la responsabilité avec architecte, Product designer et lead développeur du domaine et la porter auprès de la direction. Prioriser les développements à effectuer sur les applications et produits, en accord avec la stratégie de l’entreprise, des besoins des clients et des diverses dates butoirs et en adéquation avec les roadmaps produits des domaines métier. Orchestrer le développement. Lancement du cycle de développement, la coordination avec les différentes équipes, rédaction de documentation et de test, suivi des phases de recette et mise en production auprès des utilisateurs. Identifier les bugs, programmer les résolutions. Tu es Product Manager depuis déjà 5 ans, Tu as une expérience en Fintech, Legaltech ou plus généralement dans le SaaS B2B Tu penses que le relationnel, le travail d’équipe et le management positif sont les clés de la réussite ? Aide au déménagement Prise en charge du transport quotidien Du lundi au vendredi Période de travail de 8 Heures 69500 Bron: Faire le trajet sans problème ou prévoir un déménagement avant de prendre son poste (Optionnel)",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_432187d6&cb=1686308414269&jobListingId=1008681685378&cpc=281FE6ECBEE2538F&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-e23d2d77cdae995a--6NYlbfkN0ADlskXFgmsLn3i-o0ZrlAjyatSzxpbo18xVYYiGaYFVsdKD83h6JWH2Tu6EmYwoCPWdY-RLa1B6NSUmpHfLzP-P0QQabaEwGXqh9ez3KSNqbwX0fL9NELKvpsbo1_J29AjWGBPDGAO0ztN1DjQUjJxBG_OheyDIgQdxYDVRhTQgo2mH8lTE8al5p-bf_h0D6d55uBCEB_ADDmc1Jb-ho6BszCJ5O_x0wwJkAeQZ1mqnx3SMCDhhSoDI3JlUN0uqhOhuSnu7ruRqVv1fDdF73Jl33b38H0A7q8-_Jw_1D_5SwsTx8dRhzw3TkOc6OYgmTqIJbN1Ymx2itIPymzK0aM2ttulYbb1S_Pj6ke_Dzue_uqnpEcjlQj4ODJiRFjp0mSy1hq-vLxFSGPlffX6Uo5sQCPVHnotEkKtHrr8rQaXnnZGymPzZy0OOZ47RlKBftyoTSKfmktPzMurc4iQ1uFi43g2JJdMrGBZTZGwlFmi8L3jig8qHz1FdHtlNynlvEpmYRj9T_5RprNB1HU-KAatiUw5M6rNgn_HfblWb0NQxiW9cSO4XJgx-aIDQWVjIxAxoPFk-3935Q9INVhkjo05
Kenvue,3.9,Data Analyst H/F,Issy-les-Moulineaux,"Skillman, NJ",10000+ Employees,Company - Public,Unknown / Non-Applicable," Assurer la simplification et l’amélioration continue des outils de gestion de données et de reporting  Structurer les workflows & bases de données « métier » existants  Maintenir / harmoniser / améliorer les tableaux de bord existants
 Soutenir les équipes terrains dans l’utilisation, l’adoption et l’adaptation des reports Power BI Leverager la donnée à disposition (interne, externe), établir des ponts entre les différents sets de données (exemple sell in / sell out)  Créer de nouveaux tableaux de bord cross-fonctionnels faisant fi des contraintes système
 Participer activement à l’implémentation de la reconnaissance d’image pour les commerciaux sur le terrain  Contribuer à l’amélioration de notre processus de gestion de base de données clients (maintenance, update)  Vous avez une formation BAC+5, type Ecole d’ingénieur, Informatique ou Commerce avec spécialisation data,  Vous avez une expérience minimum de 3 ans dans un poste similaire où vous avez pu accumuler des connaissances en finance d’entreprise et / ou en KPIs d’efficience commerciale,  Vous êtes familier avec les principes de modèles de dataflow (data sources, data structure, database, BI).
  Vous êtes à l’aise avec SQL (idéalement Alteryx) et êtes expert sur Power BI et MS Excel.  Vous avez la capacité à manipuler des larges sets de données provenant de systèmes différents, les connecter pour faire « parler » les chiffres  Enfin la pratique de l'anglais est indispensable pour travailler avec les équipes régionales EMEA et dans un objectif d’évolution au sein du groupe à terme.  Vous aimez le challenge et êtes orienté solutions,  Vous êtes pragmatique,  Vous êtes curieux,  Vous êtes force de proposition
  Vous avez une bonne compréhension des enjeux métier,  Vous êtes adaptable, team player,  Vous avez une excellente capacité d’analyse et de synthèse  Rémunération et avantages sociaux compétitifs :  Mutuelle, prévoyance, accord de télétravail, PEE, PERCO, RTT, participation…  Opportunités de formation et de développement",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1110586&s=58&guid=000001889fd06233b917b820ecd63811&src=GD_JOB_AD&t=SR&vt=w&cs=1_538291a8&cb=1686308414269&jobListingId=1008666617329&cpc=BCC169F53084E245&jrtk=3-0-1h2ft0oibh7if801-1h2ft0oipirms800-b28d57ebe938024f--6NYlbfkN0CiQ58Z0bCqcmUUIQNvBQUlW24XHwG2TtskoIesAiWzrblPiAK_560ls2W0QVJGHTuh-O7s-X9mcsmlTiJ2VRift7CRus479nfx5vhKWLu9KJoXQSg-k7sFhXlfsFrdIaHPpeTzPiINWQES2iYlsLa0c88ylmv5hHT7JiTDGqxaKVpPgNdc3gZ2_Y5p-7vdCSlyOKUlUPLpNoWqtJZPOyA1PXGMdyJSzgL5Qko5Eo3u6Ti5rwLpCp6rTWGt_8HphsB0T5q4tKRRKclIYVERGsuGjKNBkaAbbf9TOhmyCL_JpSEHJKBUAgC5Pgb7S404dpcAGb6RjNQxnSy_83MDTcahKIVFsQFzCrhyxEki7TF7LB8qV2bUt7JNFY1XFcSWIAZciUT5XeftbwQ4x5n8szrkiI2bs-JoQV1wLErqEYAPo-5cNEvBTWnC9v_RAYbRJW07Q3Wn75ZtDGA4TNuVKqgM7VSJ6OoBf-IRiSdLP1olmV_WzRpJ8QwN7xjAlu9AjRopU_dWLkBuTYFjBcoCVvW0Sx-CQqQcYaUtyCN6PDmtfMKFHhqXR5Ba-bDnvFmWaO8o2iw8lfbn3BHDkUFyBFTkUxqATEBTSEPtSEIMxemEn6vephcTNQq8yFQdq__YALdPnmILd9Oi5C_UOYKkem27K93FYGpAf5SzkVedLvOq3ZJ38-Uk5Yvw
